"ProjectID","ProjectName","ShortName","Country","State","Region","City","County","LatitudeDegrees","LatitudeMinutes","LatitudeSeconds","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeSeconds","LongitudeDirection","Technology","Status","StatusDate","PPADateMonth","PPADateDay","PPADateYear","FeedInTariffType","TariffRate","TariffRateUnit","TariffYears","TariffInfo","BreakGroundMonth","BreakGroundDay","BreakGroundYear","ProductionStartMonth","ProductionStartDay","ProductionStartYear","SiteSolarResource","SiteSolarResourceDataSource","ProjectType","Cost","CostCurrency","CostInfoSource","ElectricityGeneration","ElectricityGenerationBasis","ElectricityGenerationExplanation","ContactCompany","ContactWebSite","Contact1","Contact1Email","ContactCompany2","ContactWebSite2","Contact2","Contact2Email","ConstructionJobYears","AnnualOperationsJobs","Developer1","Developer2","Operator1","Operator2","EPCContractor","EPCContractorTask","LandArea","LandAreaUnits","DriveManufacturer1","DriveManufacturer2","HeatTransferFluidType","HeatTransferFluidCompany","GrossTurbineCapacity","NetCapacity","OtherTurbineCapacity","CapacityUnit","TurbineThermodynamicCycleType","PowerCyclePressure","PowerCyclePressureUnits","TurbineSupplier","TurbineSupplierCountry","CoolingMethod","CoolingMethodDescription","TurbineEfficiency","DesignPointSolarElectricEfficiency","DesignPointConditions","AnnualSolarElectricEfficiency","BackupType","BackupPercent","StorageType","StorageCapacity","StorageCapacityUnit","StorageDescription","LongDescription","Photo","AltText","Caption","Credit","PublishStatus"
"64","New Mexico SunTower","New Mexico SunTower","US","NM","","Santa Teresa","","31","48","","North","106","39","","West","Power tower","Under development","2010/02/12","","","","","","","","","","","","","","","2540","NREL SUNY TDY data","","","","","","","","eSolar","http://www.esolar.com","Jim Shandalov","jim@esolar.com","","","Patrick Kann","patrick@esolar.com","","","NRG Energy","","","","","","","","","","Water","","","92.0","","MW","Rankine","","","","","Wet cooling","Cooling towers","","","","","","","","","","","This page provides information on New Mexico SunTower, a concentrating solar power (CSP) project, which uses eSolar's solar thermal technology. 

eSolar is a world leader in CSP technology in tower configuration. Located in Santa Teresa, New Mexico, this tower system will sell energy to El Paso Electric under a power purchase agreement. ","","","","","Published"
"65","ISCC Kuraymat","ISCC Kuraymat","EG","  ","100 km south of Cairo","Kuraymat","","29","16","43.0","North","31","14","56.0","East","Parabolic trough","Operational","2013/02/12","","","","","","","","","","","","June","","2011","2431","","Commercial","","","","34000","Expected","Expected generation is based on solar fraction of anticipated total generation of 852,000 MWh/yr.","NREA","","Bothayna Rashed","bothaynar@gmail.com","","","","","","","NREA","","","","Orascom/Flagsol","","","","","","Therminol VP-1","Solutia","20.0","20.0","","MW","Steam Rankine","","","Siemens","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on the ISCC project in Kuraymat, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. Integrated Solar Combined-Cycle (ISCC) technology combines the benefits of solar energy with the benefits of a combined cycle. The solar resource partially substitutes the fossil fuel.  The Kuraymat project has an overall capacity of 140 MW (120 MW combined cycle, 20 MW solar input).","photo_al_kuraymat.jpg","","Solar field under construction at Kuraymat project site","New and Renewable Energy Authority (NREA)","Published"
"69","Shams 1","Shams 1","AE","  ","120 km southwest of Abu Dhabi","Madinat Zayed","","23","34","13.0","North","53","42","56.0","East","Parabolic trough","Operational","2016/10/21","","","","Private PPA","","Not disclosed","25","","July","","2010","March","17","2013","1934","","Commercial","600000000","USD","","210000","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Masdar/Total/Abengoa Solar","","","","Abener/Teyma","","250","hectares","","","Therminol VP-1","Solutia","100.0","100.0","","MW","Steam Rankine","","","Man","","Dry cooling","","","","","","Natural Gas Boiler","","None","","","","This page provides information on Shams 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"71","Holaniku at Keahole Point","","US","HI","","Keahole Point","Hawaii","19","43","","North","156","2","","West","Parabolic trough","Currently Non-Operational","2017/04/13","January","1","2010","","","","","","January","","2006","December","","2009","","","","","","","4030","","","","","Darren T. Kimura","darren@keaholesolarpower.com","","","Dean Towle","dean@kspenergy.com","","","Keahole Solar Power, LLC","Sopogy","Sopogy, Inc.","","","","3","acres","Sopogy (SopoTracker™)","","Xceltherm-600","Radco Industries","2.0","2.0","2 MW thermal power; at ~350 F, can theoretically produce 200 kW electric power at 10% thermal-to-electric efficiency factor","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","Other","2","Hours","","This page provides information on Sopogy's Holaniku at Keahole Point, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"75","Colorado Integrated Solar Project","Cameo","US","CO","","Palisade","","39","8","54.96","North","108","19","5.1234","West","Parabolic trough","Currently Non-Operational","2013/11/21","","","","","","","","","","","","January","","2010","","","Demonstration","4500000","dollars","","","","","Xcel Energy","http://www.xcelenergy.com","Marty Smith","marty.smith@xcelenergy.com","","","","","","","Xcel Energy","Abengoa Solar","Xcel Energy","","Abengoa Solar","","6","acres","","","Xceltherm® 600","","2.0","2.0","","MW","Solar hybrid","","","","","Wet cooling","","","","","","","","None","","","","The Colorado Integrated Solar Project was a hybrid CSP/coal plant approach using parabolic-trough solar technology. A parabolic trough solar field provided thermal energy to produce supplemental steam for power generation at Xcel Energy's Cameo Station's Unit 2 (approximately 2 MWe equivalent) in order to decrease the overall consumption of coal, reduce emissions from the plant, improve plant efficiency, and test the commercial viability of concentrating solar integration. The plant was used for testing purposes until the coal plant was retired and the CSP plant was decommissioned.","","","","","Published"
"79","Sonoran Solar Energy Project - no PPA yet","Sonoran","US","AZ","","Little Rainbow Valley","Maricopa","","","","","","","","","Parabolic trough","Under development","2011/02/17","January","1","2010","","","","","","January","1","2011","January","1","2020","","","","","","","","","","BLM Phoenix District Office","","Joe Incardine","sonoransolar@blm.gov","","","","","","","Boulevard Associates LLC","","","","","","13440","acres","","","","","375.0","","","MW","Steam Rankine","","","","","","","","","","","","","","","","","This page provides information on Boulevard Associates LLC's Sonoran Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","published"
"117","Andasol-3","AS-3","ES","  ","Granada","Aldeire","","37","13","42.7","North","3","4","6.73","West","Parabolic trough","Operational","2013/10/08","January","1","2010","","","","","","March","1","2008","August","","2011","2200","","","315000000","Euros","","175000","Estimated","","","","Solar Millennium","presse@SolarMillennium.de","","","","","","","Ferrostaal AG","","","","Duro Felguera Group","","200","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","","","","","","","","2-tank indirect","7.5","hours","Molten salts","This page provides information on Andasol-3, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"135","Agua Prieta II","","MX","  ","Sonora State","Agua Prieta","","31","19","33.0","North","109","32","56.0","West","Parabolic trough","Under construction","2013/10/30","","","","","","","","","November","","2011","","","2014","","","Commercial","","","","34000","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Abengoa Solar","","","","Abener/Teyma","","60","hectares","","","Thermal Oil","","14.0","12.0","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","This page provides information on ISCC Agua Prieta II, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. Integrated Solar Combined-Cycle (ISCC) technology combines the benefits of solar energy with the benefits of a combined cycle. The solar resource partially substitutes the fossil fuel. Agua Prieta II project has an overall capacity of 478 MW (464 MW combined cycle, 14 MW solar input). An additional natural gas duct–burner allows a similar production of 14 MWe when solar field is not in operation.","","","","","Published"
"159","Puerto Errado 2 Thermosolar Power Plant","PE2","ES","  ","Murcia","Calasparra","","38","16","42.28","North","1","36","1.01","West","Linear Fresnel reflector","Operational","2013/04/26","March","31","2012","b1.2 R.D 661/2007","26.8717","Euro cents per kWh","25","Tariff rate is 21.5495 Euro cents/kWh beyond 25 yr","April","10","2011","March","31","2012","2095","Client","Commercial","","","","49000","Expected/Planned","Following radiation estimation, own electrical consumers and equipment efficiency","Tubo Sol PE 2, S.L.","","Novatec Solar","contact@novatecsolar.com","","","","","","25","Novatec Biosol AG","","","","Novatec GmbH & Co. KG","","70","hectares","","","Water","Novatec Solar España","30.0","30.0","","MW","","55.0","bar","Thermodyn SAS","","Dry cooling","Air-cooled condensers","","","270º C, 55 bar","","","","Single-tank thermocline","0.5","Hours","Ruths tank","This page provides information on Puerto Errado 2 Thermosolar, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. This plant, operated by Novatec Solar España, is a linear Fresnel reflector system.","","","","","Published"
"207","Thai Solar Energy 1","TSE1","TH","  ","Kanchanaburi Province","Huai Kachao","","14","20","1.0","North","99","42","33.0","East","Parabolic trough","Operational","2015/01/23","","","","Feed-in Tariff","11.5","Baht/kWh","10","","","","","January","25","2012","","","Commercial","","","","8000","Expected","","Solarlite GmbH","http://www.solarlite.de/","Sören Hempel","soeren.hempel@solarlite.de","","","Yuvaraj Pandian","yuvaraj.pandin@solarite.de","120","10","Solarlite GmbH","","Thai Solar Energy Co.Ltd.","","Solarlite GmbH","","110","hectares","","","Water/Steam","","5.0","5.0","","MW","","30.0","bar","MAN (MARC 2)","","Wet cooling","Cooling tower (evaporation cooling)","","","","12","None","","None","","","","This page provides information on TSE1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. TSE1 is the first commercial solar thermal power plant based on direct steam generation.","","","","","Published"
"210","Helioenergy 1","","ES","  ","Sevilla","Écija","","37","34","55.0","North","5","6","57.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","September","1","2011","","","Commercial","","","","95000","Expected/Planned","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","600","60","Abengoa Solar","EON","Abengoa","EON","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","Siemens SST-700","Germany","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Helioenergy 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"212","Helioenergy 2","","ES","  ","Sevilla","Écija","","37","34","55.0","North","5","6","57.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","January","","2012","","","Commercial","","","","95000","Expected/Planned","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","600","60","Abengoa Solar","EON","Abengoa Solar","EON","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","Siemens SST-700","Germany","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Helioenergy 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"215","Aste 1A","","ES","  ","Ciudad Real","Alcázar de San Juan","","39","10","34.0","North","3","14","4.0","West","Parabolic trough","Operational","2017/08/09","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","January","","2012","2019","","Commercial","","","","170000","Expected/Planned","","","","Ezequiel Ferrer","ezequiel@solarpaces.org","","","","","500","50","Elecnor/Aries/ABM AMRO","","","","Elecnor","","180","hectares","","","Dowtherm A","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","15","","","2-tank indirect","8","Hours","Molten salts; 60% Sodium Nitrate, 40% Potassium Nitrate","This page provides information on Aste 1A, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"216","Aste 1B","","ES","  ","Ciudad Real","Alcázar de San Juan","","39","10","34.0","North","3","14","4.0","West","Parabolic trough","Operational","2012/08/03","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","January","","2012","","","Commercial","","","","150000","Expected/Planned","","","","Ezequiel Ferrer","ezequiel@solarpaces.org","","","","","500","50","Elecnor/Aries/ABM AMRO","","","","Sener","","170","hectares","","","Thermal Oil","","50.0","49.9","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","HTF Boiler","","2-tank indirect","7.5","Hours","60% Sodium Nitrate, 40% Potassium Nitrate. 1,010 MWht","This page provides information on Aste 1A, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","published"
"217","Aste 1B","","ES","  ","Ciudad Real","Alcázar de San Juan","","39","10","34.0","North","3","14","4.0","","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","January","","2012","2019","","Commercial","","","","170000","Expected/Planned","","","","Ezequiel Ferrer","ezequiel@solarpaces.org","","","","","500","50","Elecnor/Aries/ ABM AMRO","","","","Elecnor","","180","hectares","","","Dowtherm A","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","15","","","2-tank indirect","8","Hours","Molten salts; 60% Sodium Nitrate, 40% Potassium Nitrate","This page provides information on Aste 1B, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"223","Solacor 1","","ES","  ","Córdoba","El Carpio","","37","54","54.0","North","4","30","9.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","February","1","2012","","","Commercial","","","","100000","Estimated","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","450","40","Abengoa Solar","JGC","Abengoa Solar","","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Solacor 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"224","Solacor 2","","ES","  ","Córdoba","El Carpio","","37","54","54.0","North","4","30","9.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","","","","","March","9","2012","","","Commercial","","","","100000","Estimated","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","450","40","Abengoa Solar","JGC","Abengoa Solar","","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Solacor 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"227","Morón","","ES","  ","Seville","Morón de la Frontera","","37","8","23.0","North","5","28","16.0","West","Parabolic trough","Operational","2018/03/27","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in tariff","","","","May","","2012","","","Commercial","295000000","Euros","","100000","Estimated","","","","Ezequiel Ferrer","ezequiel@solarpaces.org","","","","","600","45","Ibereólica Solar","","","","Acciona/Seridom","","160","hectares","","","Thermal Oil","","50.0","50.0","5 extractions","MW","Steam Rankine","100.0","bar","Siemens","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Morón, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"228","Olivenza 1","","ES","  ","Badajoz","Olivenza","","38","48","37.0","North","7","3","32.0","West","Parabolic trough","Operational","2018/03/27","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in tariff","August","","2010","September","","2012","","","Commercial","284000000","Euros","","100000","Estimated","","","","Ezequiel Ferrer","ezequiel@solarpaces.org","","","","","600","45","Ibereólica Solar","","","","Acciona/Seridom","","160","hectares","","","Thermal Oil","","50.0","50.0","5 extractions","MW","Steam Rankine","100.0","bar","Siemens","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Olivenza 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"229","Astexol II","","ES","  ","Badajoz","Olivenza","","38","48","36.0","North","7","3","9.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","","","2012","2052","","Commercial","","","","170000","","","","","Ezequiel Ferrer","ezequiel@solarpaces.org","","","","","500","50","Elecnor/Aries/ABM AMRO","","","","Elecnor","","160","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","15","","","2-tank indirect","8","Hours","60% Sodium Nitrate, 40% Potassium Nitrate","This page provides information on Astexol II, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"230","Solaben 1","","ES","  ","Cáceres","Logrosán","","39","13","29.0","North","5","23","26.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","August","","2013","","","Commercial","","","","100000","Estimated","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","700","85","Abengoa","","Abengoa","","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Solaben 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"231","Solaben 2","","ES","  ","Cáceres","Logrosán","","39","13","29.0","North","5","23","26.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","October","","2012","","","Commercial","","","","100000","Estimated","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","700","85","Abengoa","ITOCHU","Abengoa","","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Solaben 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"232","Solaben 3","","ES","  ","Cáceres","Logrosán","","39","13","29.0","North","5","23","26.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","June","","2012","","","Commercial","","","","100000","Estimated","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","700","85","Abengoa","ITOCHU","Abengoa","","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Solaben 3, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"233","Solaben 6","","ES","  ","Cáceres","Logrosán","","39","13","29.0","North","5","23","26.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","August","","2013","","","Commercial","","","","100000","Estimated","","Abengoa Solar","http://www.abengoasolar.com","Allison Lenthall","allison.lenthall@solar.abengoa.com","","","","","700","85","Abengoa","","Abengoa","","Abener/Teyma","","110","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","100.0","bar","","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Solaben 6, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"234","Enerstar","Villena","ES","  ","Alicante","Villena","","38","43","43.0","North","0","55","19.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","June","","2010","September","26","2013","","","Commercial","","","","100000","Estimated","","FCC Energy","http://www.fcc.es/energia/index.html?lang=EN","David García","dgarciag@fcc.es","","","","","","","FCC Energy","","","","FCC, SerIDOM (IDOM Group)","","214","hectares","","","Thermal Oil","","50.0","50.0","3 extractions","MW","Steam Rankine","100.0","bar","Man-Turbo","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Enerstar (Villena), a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"235","Guzmán","","ES","  ","Córdoba","Palma del Río","","37","9","7.0","North","5","16","16.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","July","","2010","July","","2012","","","Commercial","","","","104000","Estimated","","FCC Energy","http://www.fcc.es/energia/index.html?lang=EN","David García","dgarciag@fcc.es","","","","","","","FCC Energy","","","","FCC, Abantia, SerIDOM (IDOM Group)","","200","hectares","","","Dowtherm A","","50.0","50.0","5 extractions","MW","Steam Rankine","100.0","bar","Man-Turbo","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Guzmán, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"236","La Africana","","ES","  ","Córdoba","Posadas","","37","44","52.0","North","5","6","56.0","West","Parabolic trough","Operational","2012/11/24","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","November","21","2012","1950","","Commercial","387000000","Euros","","170000","Estimated","","","","SolarPACES","ezequiel@solarpaces.org","","","","","300","40","Ortiz/TSK/Magtel","","","","Sener","","252","hectares","","","","","50.0","50.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","2-tank indirect","7.5","hours","60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on La Africana, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"237","Orellana","","ES","  ","Badajoz","Orellana","","38","59","31.0","North","5","32","56.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","August","","2012","","","Commercial","240000000","Euro","","118000","Estimated","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Acciona","","","","Sener","","186","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","None","","","","This page provides information on Orellana, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"238","Termosol 1","","ES","  ","Badajoz","Navalvillar de Pela","","39","11","35.0","North","5","34","34.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","March","","2011","March","","2013","","","Commercial","","","","180000","Estimated","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","NextEra, FPL","","","","Sener","","200","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","2-tank indirect","9","hours","60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Termosol 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"239","Termosol 2","","ES","  ","Badajoz","Navalvillar de Pela","","39","11","35.0","North","5","34","34.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","March","","2011","March","","2013","","","Commercial","","","","180000","Estimated","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","NextEra, FPL","","","","Sener","","200","hectares","","","Thermal Oil","","50.0","50.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","2-tank indirect","9","hours","60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Termosol 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"240","Casablanca","","ES","  ","Badajoz","Talarrubias","","39","14","22.0","North","5","18","49.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","","","","","","2013","","","Commercial","","","","160000","Estimated","","COBRA","http://www.grupocobra.com","Francisco González","fgonzalez@eyra.net","","","","","","","ACS - COBRA group","","","","Cobra Instalaciones y Servicios","","200","hectares","","","","Diphenyl/Biphenyl oxide","50.0","50.0","","MW","Steam Rankine","100.0","bar","Siemens","Germany","Wet cooling","Cooling towers","38.1","","","","","","2-tank indirect","7.5","hours","60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Casablanca, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"241","Arenales","","ES","  ","Sevilla","Morón de la Frontera","","37","9","43.0","North","5","32","54.0","West","Parabolic trough","Operational","2017/03/20","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","November","","2011","November","","2013","","","Commercial","","","","166000","Estimated","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","RREF/OHL","","OHL","","Ecolaire España","","220","hectares","","","Diphyl","LanXess","50.0","50.0","","MW","Steam Rankine","","","GE","","Wet cooling","","","","","","","","2-tank indirect","7","hours","Molten salts; 60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Arenales, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"242","Borges Termosolar","","ES","  ","Lleida","Les Borges Blanques","","41","31","44.0","North","0","47","60.0","East","Parabolic trough","Operational","2013/09/27","","","","Real Decreto 661/2007","27.0","Euro cents per kWh","25","Feed-in Tariff","March","","2011","December","","2012","","","Commercial","153000000","Euros","","98000","Estimated","","Abantia","http://www.abantia.com","David Morell","dmorell@abantia.com","","","","","","30","Abantia","","","","Abantia & Comsa EMTE","","96","hectares","","","Thermal Oil","","25.0","22.5","","MW","Steam Rankine","","","","","Wet cooling","Cooling Tower","37","","","","Biomass (2x22MWt)","","None","","","","The Borges Termosolar project is a 22.5 MW hybrid CSP-Biomass plant being built in the north-east of Spain and it’s the first commercial plant of its kind. The CSP plant is hybridized with two biomass units (2 x 22 MW thermal) that supply the required thermal energy to the power block enabling the electrical production with low or with absence of solar irradiation, increasing the overall efficiency, allowing a continuous operation of the steam turbine (by avoiding daily start-up’s and shut downs) and therefore, making possible a better use of the thermal block as well as the electrical infrastructure of the plant. The plant is able to produce electricity around-the-clock in a dispatchable way by the use of renewable sources (solar and biomass). The plant uses a combination of waste forest biomass (main fuel) and energy crops.","","","","","Published"
"244","Khi Solar One","","ZA","  ","Northern Cape","Upington","","28","32","14.0","South","21","4","39.0","East","Power tower","Operational","2016/02/08","","","","","","","20","","November","","2012","February","5","2016","","","Commercial","","","","180000","Expected","","Abengoa Solar","http://www.abengoasolar.com","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Abengoa Solar - IDC","","Abengoa Solar","","Abener - Teyma","","","","","","Water/Steam","","50.0","50.0","","MW","Steam Rankine","","","","","Dry cooling","","","","","","","","Other","2","hours","Saturated steam","This page provides information on Khi Solar One, a concentrating solar power (CSP) project, with data organized by background, parcipants and power plant configuration.","","","","","Published"
"245","KaXu Solar One","","ZA","  ","Northern Cape","Poffader","","28","54","6.0","South","19","37","15.0","East","Parabolic trough","Operational","2015/04/14","","","","","","","","","November","","2012","March","2","2015","","","Commercial","860","USD million","","330000","Expected","","Abengoa Solar","http://www.abengoasolar.com","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Abengoa Solar - IDC","","","","Abener - Teyma","","","","","","Thermal oil","","100.0","100.0","","MW","Steam Rankine","100.0","bar","Siemens","","Dry cooling","","","","","","","","2-tank indirect","2.5","hours","Molten salts","This page provides information on KaXu Solar One, a concentrating solar power (CSP) project, with data organized by background, parcipants and power plant configuration.","","","","","Published"
